event_date,fighter_a,fighter_b
2019-03-02,Tecia Pennington,Zhang Weili
2019-03-09,Marion Reneau,Yana Santos
2019-03-30,Karolina Kowalkiewicz,Michelle Waterson-Gomez
2019-06-08,Katlyn Cerminara,Joanne Wood
2019-06-08,Tatiana Suarez,Nina Nunes
2019-06-29,Demian Maia,Anthony Rocco Martin
2019-07-06,Claudia Gadelha,Randa Markos
2019-07-13,Pingyuan Liu,Jonathan Martinez
2019-08-10,Tecia Pennington,Marina Rodriguez
2019-08-10,Veronica Hardy,Polyana Viana
2019-08-10,Vicente Luque,Mike Perry
2019-08-31,Li Jingliang,Elizeu Zaleski dos Santos
2019-09-07,Joanne Wood,Andrea Lee
2019-10-12,Joanna Jedrzejczyk,Michelle Waterson-Gomez
2019-11-02,Katlyn Cerminara,Jennifer Maia
2019-11-09,Alexander Volkov,Greg Hardy
2019-11-09,Ramazan Emeev,Anthony Rocco Martin
2019-11-16,Francisco Trinaldo,King Green
2019-12-07,Aspen Ladd,Yana Santos
2019-12-14,Brandon Moreno,Kai Kara-France
2019-12-14,Petr Yan,Urijah Faber
2019-12-21,Kyung Ho Kang,Pingyuan Liu
2020-01-25,Justine Kish,Lucie Pudilova
2020-02-08,Valentina Shevchenko,Katlyn Cerminara
2020-02-22,Jimmy Crute,Michal Oleksiejczuk
2020-03-07,Zhang Weili,Joanna Jedrzejczyk
2020-03-14,Elizeu Zaleski dos Santos,Aleksei Kunchenko
2020-05-09,Carla Esparza,Michelle Waterson-Gomez
2020-05-30,Katlyn Cerminara,Antonina Shevchenko
2020-06-20,Clay Guida,King Green
2020-08-01,Joanne Wood,Jennifer Maia
2020-08-01,Lando Vannata,King Green
2020-09-12,King Green,Alan Patrick
2020-09-12,Michelle Waterson-Gomez,Angela Hill
2020-10-03,Casey Kenney,Alatengheili
2020-10-17,Katlyn Cerminara,Jessica Andrade
2020-10-31,King Green,Thiago Moises
2020-11-21,Antonina Shevchenko,Ariane da Silva
2020-11-21,Katlyn Cerminara,Cynthia Calvillo
2021-01-23,Arman Tsarukyan,Matt Frevola
2021-01-23,Jessica Eye,Joanne Wood
2021-02-20,Ketlen Vieira,Yana Santos
2021-05-08,Marina Rodriguez,Michelle Waterson-Gomez
2021-05-15,Katlyn Cerminara,Viviane Araujo
2021-06-05,Montana De La Rosa,Ariane da Silva
2021-06-12,Lauren Murphy,Joanne Wood
2021-07-10,Irene Aldana,Yana Santos
2021-08-07,King Green,Rafael Fiziev
2021-08-07,Tecia Pennington,Angela Hill
2021-11-06,Al Iaquinta,King Green
