tour,player_id,full_name,first_name,last_name,country_code,country_name,birth_date,birth_place,hand_code,hand_description,backhand_code,backhand_description,height_cm,weight_kg,pro_year,coach,active_status,active_status_description,current_singles_rank,current_singles_rank_source,current_doubles_rank,profile_url,source_api_url,source_page_url,source_kind,fetch_status,fetched_at_utc,observed_rows,latest_observed_event_date,error,source_notes
atp,200702,Sina Moghimi,,,,,2001-07-27,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/moghimi-87b35/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/match-detail/?id=3142316,tennisexplorer_profile,ok,2026-03-22T16:27:29Z,,,,query='Sina Moghimi'; match_detail_pages_checked=9; exact_birthdate_pages=3
atp,200702,Sina Moghimi,,,,,2001-07-27,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/moghimi-87b35/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/moghimi-87b35/,tennisexplorer_profile,ok,2026-03-21T22:46:30Z,,,,query='Sina Moghimi'
atp,200702,Sina Moghimi,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:48:32Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,202120,Rowland Phillips,,,,,1994-01-23,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/phillips-ad20d/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/match-detail/?id=3128860,tennisexplorer_profile,ok,2026-03-22T16:27:27Z,,,,query='Rowland Phillips'; match_detail_pages_checked=7; exact_birthdate_pages=1
atp,202120,Rowland Phillips,,,,,1994-01-23,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/phillips-ad20d/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/phillips-ad20d/,tennisexplorer_profile,ok,2026-03-21T22:46:30Z,,,,query='Rowland Phillips'
atp,202120,Rowland Phillips,,,,,1994-01-23,,R,Right-Handed,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rowland_Phillips_%28tennis%29,https://www.wikidata.org/wiki/Special:EntityData/Q88392524.json,https://en.wikipedia.org/wiki/Rowland_Phillips_%28tennis%29,wikipedia_page_plus_wikidata,ok,2026-03-22T16:48:30Z,,,,lang=en; qid=Q88392524
atp,202316,Dac Tien Nguyen,,,,,1999-01-06,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/nguyen-30232/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/nguyen-30232/,tennisexplorer_profile,ok,2026-03-22T16:26:26Z,,,,query='Dac Tien Nguyen'
atp,202316,Dac Tien Nguyen,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:41:11Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,202475,Philip Henning,,,,,2000-11-10,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/henning-421d6/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/match-detail/?id=3157672,tennisexplorer_profile,ok,2026-03-22T16:27:23Z,,,,query='Philip Henning'; match_detail_pages_checked=6; exact_birthdate_pages=6
atp,202475,Philip Henning,,,,,2000-11-10,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/henning-421d6/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/henning-421d6/,tennisexplorer_profile,ok,2026-03-21T22:46:28Z,,,,query='Philip Henning'
atp,202475,Philip Henning,,,,,2000-11-10,,R,Right-Handed,,,,,,,,,,,,https://en.wikipedia.org/wiki/Philip_Henning,https://www.wikidata.org/wiki/Special:EntityData/Q57586208.json,https://en.wikipedia.org/wiki/Philip_Henning,wikipedia_page_plus_wikidata,ok,2026-03-22T16:47:55Z,,,,lang=en; qid=Q57586208
atp,207132,Ki Lung Ng,,,,,2001-08-01,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/ng-39ff4/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/ng-39ff4/,tennisexplorer_profile,ok,2026-03-22T16:26:57Z,,,,query='Ki Lung Ng'
atp,207132,Ki Lung Ng,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:45:23Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,207395,Lleyton Cronje,,,,,2000-09-22,,R,Right-Handed,,,188.0,,,,,,,,,https://www.tennisexplorer.com/player/cronje/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/cronje/,tennisexplorer_profile,ok,2026-03-21T20:39:38Z,,,,query='Lleyton Cronje'
atp,207395,Lleyton Cronje,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-21T20:51:58Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,207461,Mousa Alkotop,,,,,1998-06-25,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/alkotop/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/alkotop/,tennisexplorer_profile,ok,2026-03-22T16:27:15Z,,,,query='Mousa Alkotop'
atp,207461,Mousa Alkotop,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:47:37Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,207531,Caleb Chakravarthi,,,,,1999-01-02,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/chakravarthi-6ee99/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/chakravarthi-6ee99/,tennisexplorer_profile,ok,2026-03-21T20:39:19Z,,,,query='Caleb Chakravarthi'
atp,207531,Caleb Chakravarthi,,,,,1999-01-02,,R,Right-Handed,,,188.0,,,,,,,,,https://en.wikipedia.org/wiki/Caleb_Chakravarthi,https://www.wikidata.org/wiki/Special:EntityData/Q110863316.json,https://en.wikipedia.org/wiki/Caleb_Chakravarthi,wikipedia_page_plus_wikidata,ok,2026-03-21T20:46:04Z,,,,lang=en; qid=Q110863316
atp,207660,Nicholas David Ionel,,,,,2002-10-12,,R,Right-Handed,,,183.0,,,,,,,,,https://www.tennisexplorer.com/player/ionel/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/ionel/,tennisexplorer_profile,ok,2026-03-21T20:39:49Z,,,,query='Nicholas David Ionel'
atp,207660,Nicholas David Ionel,,,,,2002-10-12,,R,Right-Handed,,,183.0,,,,,,,,,https://en.wikipedia.org/wiki/Nicholas_David_Ionel,https://www.wikidata.org/wiki/Special:EntityData/Q84079953.json,https://en.wikipedia.org/wiki/Nicholas_David_Ionel,wikipedia_page_plus_wikidata,ok,2026-03-21T20:55:11Z,,,,lang=en; qid=Q84079953
atp,207759,Matthew Foster Estwick,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-21T20:53:56Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,207759,Matthew Foster-Estwick,,,,,1997-08-26,,R,Right-Handed,,,195.0,,,,,,,,,https://www.tennisexplorer.com/player/foster-estwick/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/foster-estwick/,tennisexplorer_profile,ok,2026-03-21T20:39:45Z,,,,query='Matthew Foster Estwick'
atp,207788,Thanapet Chanta,,,,,1999-09-09,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/chanta/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/match-detail/?id=3155054,tennisexplorer_profile,ok,2026-03-22T16:27:37Z,,,,query='Thanapet Chanta'; match_detail_pages_checked=6; exact_birthdate_pages=6
atp,207788,Thanapet Chanta,,,,,1999-09-09,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/chanta/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/chanta/,tennisexplorer_profile,ok,2026-03-21T22:46:33Z,,,,query='Thanapet Chanta'
atp,207788,Thanapet Chanta,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:49:25Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,207836,Muzammil Murtaza,,,,,1999-11-12,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/murtaza-68624/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/match-detail/?id=3144046,tennisexplorer_profile,ok,2026-03-22T16:27:18Z,,,,query='Muzammil Murtaza'; match_detail_pages_checked=10; exact_birthdate_pages=4
atp,207836,Muzammil Murtaza,,,,,1999-11-12,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/murtaza-68624/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/murtaza-68624/,tennisexplorer_profile,ok,2026-03-21T22:46:27Z,,,,query='Muzammil Murtaza'
atp,207836,Muzammil Murtaza,,,,,1999-11-12,,R,Right-Handed,,,,,,,,,,,,https://en.wikipedia.org/wiki/Muzammil_Murtaza,https://www.wikidata.org/wiki/Special:EntityData/Q60048638.json,https://en.wikipedia.org/wiki/Muzammil_Murtaza,wikipedia_page_plus_wikidata,ok,2026-03-22T16:47:53Z,,,,lang=en; qid=Q60048638
atp,207839,Yousaf Khalil,,,,,1999-04-01,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/khalil-03114/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/khalil-03114/,tennisexplorer_profile,ok,2026-03-22T16:27:41Z,,,,query='Yousaf Khalil'
atp,207839,Yousaf Khalil,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:50:04Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,207841,Muhammad Shoaib,,,,,2002-02-15,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/shoaib/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/shoaib/,tennisexplorer_profile,ok,2026-03-21T20:39:47Z,,,,query='Muhammad Shoaib'
atp,207841,Muhammad Shoaib,,,,,2002-02-15,,,,,,173.0,,,,,,,,,https://pl.wikipedia.org/wiki/Sania_Mirza,https://www.wikidata.org/wiki/Special:EntityData/Q132147.json,https://pl.wikipedia.org/wiki/Sania_Mirza,wikipedia_page_plus_wikidata,ok,2026-03-21T20:54:42Z,,,,lang=pl; qid=Q132147
atp,207881,Raul Garcia,,,,,2002-03-05,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/garcia-6e649/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/match-detail/?id=3130244,tennisexplorer_profile,ok,2026-03-22T16:27:24Z,,,,query='Raul Garcia'; match_detail_pages_checked=6; exact_birthdate_pages=6
atp,207881,Raul Garcia,,,,,2002-03-05,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/garcia-6e649/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/garcia-6e649/,tennisexplorer_profile,ok,2026-03-21T22:46:29Z,,,,query='Raul Garcia'
atp,207881,Raul Garcia,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:47:57Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,207934,Philip Hjorth,,,,,1999-03-04,,R,Right-Handed,,,185.0,,,,,,,,,https://www.tennisexplorer.com/player/hjorth-57f40/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/hjorth-57f40/,tennisexplorer_profile,ok,2026-03-21T20:39:51Z,,,,query='Philip Hjorth'
atp,207934,Philip Hjorth,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-21T20:55:13Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,207973,Ainius Sabaliauskas,,,,,2003-07-26,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/sabaliauskas/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/sabaliauskas/,tennisexplorer_profile,ok,2026-03-21T20:39:16Z,,,,query='Ainius Sabaliauskas'
atp,207973,Ainius Sabaliauskas,,,,,2003-07-26,,L,Left-Handed,,,191.0,,,,,,,,,https://en.wikipedia.org/wiki/Ainius_Sabaliauskas,https://www.wikidata.org/wiki/Special:EntityData/Q114686908.json,https://en.wikipedia.org/wiki/Ainius_Sabaliauskas,wikipedia_page_plus_wikidata,ok,2026-03-21T20:45:38Z,,,,lang=en; qid=Q114686908
atp,208206,Walid Ahouda,,,,,2003-10-14,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/ahouda-6e19f/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/ahouda-6e19f/,tennisexplorer_profile,ok,2026-03-22T16:27:38Z,,,,query='Walid Ahouda'
atp,208206,Walid Ahouda,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:49:45Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,208414,Sylvestre Monnou,,,,,2002-11-22,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/monnou/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/monnou/,tennisexplorer_profile,ok,2026-03-22T16:27:34Z,,,,query='Sylvestre Monnou'
atp,208414,Sylvestre Monnou,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:49:11Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,208597,Chak Lam Coleman Wong,,,,,,,,,,,,,,,,,,,,,https://www.tennisexplorer.com/res/ajax/search.php,,tennisexplorer_profile,not_found,2026-03-22T16:26:24Z,,,Tennis Explorer search did not return a safely matchable profile.,query='Chak Lam Coleman Wong'
atp,208597,Chak Lam Coleman Wong,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:41:10Z,,,Known birth date unavailable for safe Wikipedia identity matching.,
atp,209225,Martin Antonio Vergara Del Puerto,,,,,,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/vergara-del-puerto/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/vergara-del-puerto/,tennisexplorer_profile,ok,2026-03-22T16:27:07Z,,,,query='Martin Antonio Vergara Del Puerto'
atp,209225,Martin Antonio Vergara Del Puerto,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:46:38Z,,,Known birth date unavailable for safe Wikipedia identity matching.,
atp,209280,Devin Badenhorst,,,,,2004-05-20,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/badenhorst/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/badenhorst/,tennisexplorer_profile,ok,2026-03-22T16:26:34Z,,,,query='Devin Badenhorst'
atp,209280,Devin Badenhorst,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:41:24Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,209294,Diego Duran,,,,,1989-02-01,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/duran-1ceaf/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/duran-1ceaf/,tennisexplorer_profile,ok,2026-03-22T16:26:37Z,,,,query='Diego Duran'
atp,209294,Diego Duran,,,,,,,,,,,,,,,,,,,,,,,wikipedia_page_plus_wikidata,not_found,2026-03-22T16:41:40Z,,,Wikipedia pages did not expose safe hand or height values for this player.,
atp,209318,Petr Nesterov,,,,,2003-03-07,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/nesterov-34bdf/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/match-detail/?id=3157646,tennisexplorer_profile,ok,2026-03-22T16:27:21Z,,,,query='Petr Nesterov'; match_detail_pages_checked=6; exact_birthdate_pages=6
atp,209318,Petr Nesterov,,,,,2003-03-07,,R,Right-Handed,,,,,,,,,,,,https://www.tennisexplorer.com/player/nesterov-34bdf/,https://www.tennisexplorer.com/res/ajax/search.php,https://www.tennisexplorer.com/player/nesterov-34bdf/,tennisexplorer_profile,ok,2026-03-21T22:46:27Z,,,,query='Petr Nesterov'
atp,209318,Petr Nesterov,,,,,2003-03-07,,R,Right-Handed,,,,,,,,,,,,https://en.wikipedia.org/wiki/Petr_Nesterov,https://www.wikidata.org/wiki/Special:EntityData/Q111946314.json,https://en.wikipedia.org/wiki/Petr_Nesterov,wikipedia_page_plus_wikidata,ok,2026-03-22T16:47:55Z,,,,lang=en; qid=Q111946314
